time,namespace,name,subclassOf,version,url
9f53b9de-6108-11ed-94e3-751afaf52cd9,bioschams,Sample,bioschemastypes:Sample,v0.2-DRAFT-2018,https://github.com/BioSchemas/specifications/tree/master/Sample/jsonld/type/Sample_v0.2-DRAFT-2018_11_09.json
