time,namespace,name,subclassOf,version,url
251c7ac4-6107-11ed-9841-19a704f678f1,bioschams,DataRecord,bioschemasdeprecated:DataRecord,v0.3-DRAFT-2019,https://github.com/BioSchemas/specifications/tree/master/DataRecord/jsonld/type/DataRecord_v0.3-DRAFT-2019_06_20-DEPRECATED.json
