time,namespace,name,subclassOf,version,url
9f53b9ca-6108-11ed-94e3-751afaf52cd9,bioschams,BioSample,bioschemastypes:BioSample,v0.1-RELEASE,https://github.com/BioSchemas/specifications/tree/master/BioSample/jsonld/type/BioSample_v0.1-RELEASE.json
