time,namespace,name,subclassOf,version,url
df52114b-60e6-11ed-ba94-3be261bd1175,bioschams,PublicationIssue,schema:PublicationIssue,v0.3-DRAFT,https://github.com/BioSchemas/specifications/tree/master/PublicationIssue/jsonld/PublicationIssue_v0.3-DRAFT.json
