time,namespace,name,subclassOf,version,url
eb7188f9-6103-11ed-a7ef-f3fd3e8574bb,bioschams,BioChemStructure,,v0.1-DRAFT-2019,https://github.com/BioSchemas/specifications/tree/master/BioChemStructure/jsonld/type/BioChemStructure_v0.1-DRAFT-2019_06_20.json
