time,namespace,name,subclassOf,version,url
374acf38-6033-11ed-9076-89acc25f581c,bioschams,PublicationVolume,schema:PublicationVolume,v0.3-DRAFT,https://github.com/BioSchemas/specifications/tree/master/PublicationVolume/jsonld/PublicationVolume_v0.3-DRAFT.json
