time,namespace,name,subclassOf,version,url
9f53b9ea-6108-11ed-94e3-751afaf52cd9,bioschams,TaxonName,bioschemastypes:TaxonName,v0.1-DRAFT,https://github.com/BioSchemas/specifications/tree/master/TaxonName/jsonld/type/TaxonName_v0.1-DRAFT.json
