time,namespace,name,subclassOf,version,url
eb718908-6103-11ed-a7ef-f3fd3e8574bb,bioschams,Phenotype,bioschemastypes:Phenotype,v0.3-DRAFT-2020,https://github.com/BioSchemas/specifications/tree/master/Phenotype/jsonld/type/Phenotype_v0.3-DRAFT-2020_06_07.json
