time,namespace,name,subclassOf,version,url
10d837be-61a8-11ed-b688-4586f9501e34,bioschams,Study,bioschemastypes:Study,v0.3-DRAFT,https://github.com/BioSchemas/specifications/tree/master/Study/jsonld/Study_v0.3-DRAFT.json
