time,namespace,name,subclassOf,version,url
47d1c644-610a-11ed-a077-ab569807f2c1,bioschams,SemanticTextAnnotation,schema:CreativeWork,v0.3-DRAFT,https://github.com/BioSchemas/specifications/tree/master/SemanticTextAnnotation/jsonld/SemanticTextAnnotation_v0.3-DRAFT.json
