time,namespace,name,subclassOf,version,url
575084b0-5f8b-11ed-8ae1-2999d44e482f,bioschams,ScholarlyArticle,schema:ScholarlyArticle,v0.3-DRAFT,https://github.com/BioSchemas/specifications/tree/master/ScholarlyArticle/jsonld/ScholarlyArticle_v0.3-DRAFT.json
