time,namespace,name,subclassOf,version,url
4279b566-8234-11ed-be09-735ba9a1d16e,bioschams,Dataset,schema:Dataset,v1.1-DRAFT,https://github.com/BioSchemas/specifications/tree/master/Dataset/jsonld/Dataset_v1.1-DRAFT.json
