time,namespace,name,subclassOf,version,url
251c7ad3-6107-11ed-9841-19a704f678f1,bioschams,SequenceAnnotation,bioschemastypes:SequenceAnnotation,v0.1-DRAFT-2019,https://github.com/BioSchemas/specifications/tree/master/SequenceAnnotation/jsonld/type/SequenceAnnotation_v0.1-DRAFT-2019_06_21.json
