time,namespace,name,subclassOf,version,url
31fc6ac2-69b0-11ed-accd-cb35c2e4a4e1,bioschams,MolecularEntity,schema:MolecularEntity,v0.6-DRAFT,https://github.com/BioSchemas/specifications/tree/master/MolecularEntity/jsonld/MolecularEntity_v0.6-DRAFT.json
