namespace,name,subclassOf,version,url
bioschams,Beacon, schema:DataCatalog,0.2-DRAFT-2018_04_23,https://github.com/BioSchemas/specifications/tree/master/Beacon/jsonld/Beacon_v0.2-DRAFT-2018_04_23-DEPRECATED.json
