time,namespace,name,subclassOf,version,url
50e11e58-6111-11ed-a2c0-7f8a8109e90b,bioschams,ComputationalWorkflow,bioschemastypes:ComputationalWorkflow,v1.1-DRAFT,https://github.com/BioSchemas/specifications/tree/master/ComputationalWorkflow/jsonld/ComputationalWorkflow_v1.1-DRAFT.json
