time,namespace,name,subclassOf,version,url
5466e5ea-6106-11ed-b28b-a5cc3be89d33,bioschams,TrainingMaterial,schema:LearningResource,v0.9-DRAFT-2020,https://github.com/BioSchemas/specifications/tree/master/TrainingMaterial/jsonld/TrainingMaterial_v0.9-DRAFT-2020_12_08.json
