time,namespace,name,subclassOf,version,url
9f53b9e2-6108-11ed-94e3-751afaf52cd9,bioschams,SequenceMatchingModel,,v0.1-DRAFT-2019,https://github.com/BioSchemas/specifications/tree/master/SequenceMatchingModel/jsonld/type/SequenceMatchingModel_v0.1-DRAFT-2019_06_21.json
