time,namespace,name,subclassOf,version,url
eb71890d-6103-11ed-a7ef-f3fd3e8574bb,bioschams,RNA,bioschemastypes:RNA,v0.2-DRAFT,https://github.com/BioSchemas/specifications/tree/master/RNA/jsonld/RNA_v0.2-DRAFT.json
